,text,airline_sentiment
3523,@united gj flight 1101 did not have wifi even though it was promised to by your ground crew. anotherdisappointment,-1
3524,@united gj i will. you have to agree that 7 hours late flight for arrival is unacceptable. i only hope and pray my bag is here.,-1
3525,@united : unhappy with uniteds service?read ralph naders open letter to uals ceo.leave a comment or rt.,-1
3526,@united ok. can i dm you the info?,0
3527,@united the best seats should be for paying customers and we should get to board first badcustomerservice,-1
3528,@united this happens all the time.  united pilots are always in the exit row.  america treats there customers better than their employees.,-1
3529,@united yes when i got to the gate i specifically asked if there where any other seats.  very discouraging to walk past the crew. 37d,-1
3530,@united koalax should have fresh food service right?,0
3531,@united omg thank u,1
3532,@united unavailable leg that registered hours after being sold out. only option to offer after 45min was 400ticket or travelocity (2of2),-1
3533,@united error message said could not process request at the last step after seat selection on each leg. agent was unaware of an (1 of 2),-1
3534,@united  4348 soon going to have more wait time for a gate in empty msp airport than it was in flight  50 min and still counting...,-1
3535,@united ... horrible wait time on 4348 to get a gate  ..shows total miss  management . value customer time and respect thier sentiment,-1
3536,@united  very disappointed by the service starting from gate operator at bos  who was  rude in stopping a carryon bag...,-1
3537,@united your service sucks to mexico from houston. you finally realized that snacks in1st do not work you cheap as);:,-1
3538,@united will do. thank you!,0
3539,@united okay thank you both.,0
3540,@united they had snacks available just no fresh food...not sure what happened but I am sure we will grab a bite before our sfo connection,0
3541,@united if guy on flight 1230 follows through on threat to sue because he couldnt carry on 3 bags i will defend you for free.,-1
3542,@united done as requested.,0
3543,@united pls post video of belligerent jerk ranting at sfo (1230) that is he is going to sue you for making him check his 3rd bag. he is a hoot!,-1
3544,@united gj i do believe that this is hands down the worst service I have ever experienced. makes @comcast look amazing. unitedairlines,-1
3545,@united please give special thanks to aaron in tampa office for helping me for literally two hours! he is amazing. mission accomplished!,1
3546,@united i cannot tellpurchase through the website because they put us on a lufthansa flight for the first leg.,-1
3547,@united turkish airlines rebooked us a united flight on our second leg from fra gt; iad. is there any way to check if upgrades are available?,0
3548,@united hey i left my favorite blanket on the plane bring it back home to me:(,0
3549,@united gj funny i did and the attendant recommended me tweeting you letting you know about my subpar customer service. runaround,-1
3550,@united followed amp; dmd.,0
3551,@united i want a hotel room and a whiskey.,0
3552,@united flight...gotta make this connector,0
3553,@united  ok noted. all details will be dmed to you shortly.,0
3554,@united @staralliance the b gates are very far though,-1
3555,@united ua5029 from ric ua507 from ord amp; ua423 from den all delayed for nonweather issues. way to go youre batting 1.000! but no hotels,-1
3556,@united i would have made it if you had not already booked me on another flight and cancelled flighted my original reservation.,-1
3557,@united @staralliance how can i book reward travel in august?? everything is blacked out.,-1
3558,@united did i win :),1
3559,@united trying to change a flight booked just 6 hours ago but online system is charging me 200 fee per passenger... could you please help?,-1
3560,@united i have submitted my complaint. i need to be compensated. how long will this take?,-1
3561,@united any info on delays at sfo tomorrow due to low clouds?,0
3562,@united because of the horrific flight experience you guys have made me never want to fly on an airplane every again!!!!!!!,-1
3563,@united flight to rsw tonight me amp;  twin 3 year olds. a pilot who was in row by me stayed to help me get the boys amp; bags off. lifesaver!!,1
3564,@united my flying united is over...sorry. the captain still had 20 minutes of preflight preparations to make while we sat with no air!,-1
3565,@united thanks,0
3566,@united yes thx! at 10:35 (landed at 9:20).,1
3567,@united get a clue. i am a 1k2mm miler and that is the response you give?,-1
3568,@united i was only trying to get my emails. what are you talking about? what most business people expect from airline wifi,-1
3569,@united we finally just arrive to bogota good but long flight!!,0
3570,@united it is not there we tried. it is already here in cancun just no one has delivered it,-1
3571,@united what you did was illegal and a breach of contract. i will be in touch but not through your customer feedback,-1
3572,@united its not the way to treat your customers we had a lot of issues and it was not worth our headache we went thru,-1
3573,@united yes we are in ewr and it was corrected but just the fact the it was beought up for us to share rooms is unexpactable,-1
3574,@united want to make my day? :) friend is premier amp; i should be soon. any chance you can upgrade our two 10 hr leg of flights to ecom plus?,0
3575,@united please review and fix your baggage procedures at dulles because it happens every week when my sister travels there on your airline,-1
3576,@united nothing else from you gj? where is your customer service?,-1
3577,@united that is of course in lax,0
3578,@united ok thanks! where are you counters located? and how late flight are they open?,0
3579,@united oh no I am rebooked 7 hours after my original arrival time. we can talk compensation.,-1
